label,basin,period,training_noise,seed,inference_noise_seed,baseline_noise,inference_noise,clean_test_nse,noisy_test_nse,drift_test_nse,clean_validation_nse,noisy_validation_nse,drift_validation_nse,clean_test_kge,noisy_test_kge,drift_test_kge,clean_test_rmse_mm_day,noisy_test_rmse_mm_day,drift_test_rmse_mm_day,clean_physics_error,noisy_physics_error,drift_physics_error
learned · mlp · joint baseline,4022,late,0.0,42,300049,0.0,0.1,0.3706832176718673,0.36153564109771463,0.00914757657415266,0.36474102860109336,0.3610619348401537,0.0036790937609396668,0.5183451622398187,0.5217744459821798,-0.0034292837423610667,3.0509033314464515,3.072996882713474,0.72416425126613,0.24603091180324554,0.25644803047180176,4.2340690412458954
learned · mlp · joint baseline,4022,late,0.0,42,300049,0.0,0.25,0.3706832176718673,0.331907541624742,0.038775676047125285,0.36474102860109336,0.33664847062966186,0.02809255797143151,0.5183451622398187,0.5253046707142166,-0.0069595084743978575,3.0509033314464515,3.143489941790094,3.034727760441584,0.24603091180324554,0.28878283500671387,17.376647060373312
learned · mlp · joint baseline,4023,late,0.0,42,300049,0.0,0.0,0.4599220651791037,0.4599220651791037,0.0,0.376436649415808,0.376436649415808,0.0,0.6015449692977131,0.6015449692977131,0.0,2.3648377107990344,2.3648377107990344,0.0,0.27957913279533386,0.27957913279533386,0.0
learned · mlp · joint baseline,4023,late,0.0,42,300049,0.0,0.1,0.4599220651791037,0.45882390697357844,0.0010981582055252792,0.376436649415808,0.3547747599180354,0.02166188949777259,0.6015449692977131,0.6103058595880375,-0.008760890290324452,2.3648377107990344,2.367240740978463,0.10161501436039372,0.27957913279533386,0.29249516129493713,4.619811346599484
learned · mlp · joint baseline,4023,late,0.0,42,300049,0.0,0.25,0.4599220651791037,0.43603257963459674,0.023889485544506983,0.376436649415808,0.29641006967099404,0.08002657974481397,0.6015449692977131,0.6177024058425062,-0.01615743654479318,2.3648377107990344,2.416574192222767,2.1877391918894786,0.27957913279533386,0.331015020608902,18.397613333761143
learned · mlp · joint baseline,5009,late,0.0,42,300049,0.0,0.0,0.7405812150898037,0.7405812150898037,0.0,0.780304411032873,0.780304411032873,0.0,0.6203708883271906,0.6203708883271906,0.0,1.7133493087580098,1.7133493087580098,0.0,0.2775079905986786,0.2775079905986786,0.0
learned · mlp · joint baseline,5009,late,0.0,42,300049,0.0,0.1,0.7405812150898037,0.739367751625175,0.0012134634646286946,0.780304411032873,0.7852376453861145,-0.004933234353241556,0.6203708883271906,0.6242297631804514,-0.003858874853260863,1.7133493087580098,1.7173518353337036,0.233608322321335,0.2775079905986786,0.27905839681625366,0.5586888558525189
learned · mlp · joint baseline,5009,late,0.0,42,300049,0.0,0.25,0.7405812150898037,0.7315829071249106,0.008998307964893093,0.780304411032873,0.7770192490245376,0.003285162008335396,0.6203708883271906,0.6348337292868282,-0.01446284095963768,1.7133493087580098,1.7428109802993181,1.7195367804283166,0.2775079905986786,0.2912995517253876,4.969788832730878
learned · mlp · joint baseline,5010,late,0.0,42,300049,0.0,0.0,0.592905284423511,0.592905284423511,0.0,0.5566118125407932,0.5566118125407932,0.0,0.45991451884714085,0.45991451884714085,0.0,2.4452269497964654,2.4452269497964654,0.0,0.47822847962379456,0.47822847962379456,0.0
learned · mlp · joint baseline,5010,late,0.0,42,300049,0.0,0.1,0.592905284423511,0.592080586776998,0.0008246976465129396,0.5566118125407932,0.5478804091880418,0.008731403352751355,0.45991451884714085,0.4631161985224177,-0.0032016796752768473,2.4452269497964654,2.4477024825987654,0.10123938812739322,0.47822847962379456,0.4776952862739563,-0.11149343306732824
